bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,price
5,2,2140,5000,1.5,0,0,4,7,2020,120,1913,0,98122,680000
6,3,3510,5760,2.5,0,0,4,10,3510,0,1906,0,98112,1.75E+06
3,1.75,2010,9417,1,0,0,4,8,1500,510,1967,0,98030,335000
5,2.5,3390,9760,1,0,0,5,8,1750,1640,1978,0,98058,460000
4,2.25,2160,8119,1,0,0,3,8,1080,1080,1966,0,98006,440000
2,2,1300,2983,1,0,0,3,8,1300,0,2006,0,98053,412250
3,1.5,1280,4031,2,0,0,4,6,1280,0,1985,0,98002,185000
3,2,1840,8140,1,0,0,4,7,1040,800,1975,0,98003,286500
4,2.5,3200,6691,2,0,0,3,7,3200,0,2002,0,98038,422000
3,2.25,2800,35362,2,0,0,3,9,2800,0,1985,0,98042,408000
2,1,1390,19988,1,0,2,4,7,1390,0,1949,0,98198,306500
4,2.5,2600,5188,2,0,0,3,8,2600,0,2005,0,98038,359900
3,2.5,1960,6058,2,0,0,3,8,1960,0,2002,0,98053,560000
3,1,1250,21303,1,0,0,3,6,1250,0,1970,0,98053,259875
3,1,1250,21303,1,0,0,3,6,1250,0,1970,0,98053,385000
1,1,550,16345,1,0,0,3,4,550,0,1945,0,98106,188000
4,3.25,2500,5801,1.5,0,0,3,8,1960,540,1926,0,98112,1.14E+06
3,1,1250,10094,1,0,0,4,6,1250,0,1927,0,98045,255000
4,2.75,3020,8622,2,0,0,3,9,3020,0,1976,2003,98004,1.19E+06
4,1.75,1640,4240,1,0,0,5,7,920,720,1921,0,98117,635200
3,1.75,1870,8250,2,0,0,3,7,1870,0,1956,1979,98188,355000
3,2.5,1760,1755,3.5,0,0,3,8,1760,0,1998,0,98105,544000
3,1.5,1320,3145,2,0,0,3,7,1320,0,1998,0,98144,402000
4,1.5,1430,4163,1.5,0,0,3,7,1430,0,1910,0,98199,575000
3,1.75,1580,9705,1,0,0,4,7,1580,0,1977,0,98042,216000
4,3.5,4170,9748,2,0,0,3,11,4170,0,2004,0,98059,1.20E+06
4,3.25,3090,6744,2,0,4,3,9,3090,0,1923,2015,98177,850000
3,2,1020,1204,2,0,0,3,7,720,300,2004,0,98126,238000
4,1.75,2180,4431,1.5,0,0,3,8,2020,160,1912,0,98112,625000
5,3.25,3350,4000,2,0,0,4,8,2510,840,1997,0,98105,1.11E+06
3,2.5,2510,5503,2,0,2,3,9,2510,0,1995,0,98136,820000
3,2.5,1880,5290,1,0,0,3,8,1250,630,1974,0,98108,355000
4,1.5,1810,7998,1,0,0,3,8,1210,600,1960,0,98125,495000
5,2.5,4170,33310,2,0,0,4,11,4170,0,1991,0,98006,1.30E+06
3,2.5,2230,4000,2,0,0,3,7,2230,0,1954,0,98144,398750
4,2.5,3650,7784,2,0,0,3,9,3650,0,2006,0,98052,835000
6,2.75,2830,10579,1,0,0,4,8,1430,1400,1967,0,98005,705000
4,1.5,2120,5000,2,0,0,4,8,2120,0,1900,0,98122,625000
4,2.5,2090,6926,2,0,0,3,8,2090,0,1990,0,98074,550000
3,1.5,2600,5085,1,0,0,4,7,1400,1200,1940,0,98126,540000
2,1,830,2820,1,0,0,4,7,830,0,1920,0,98103,519000
4,2.5,1975,8734,2,0,0,3,7,1975,0,1996,0,98038,311000
4,2.5,1900,7000,1,0,0,2,7,1420,480,1968,0,98023,305000
4,2.75,2640,35070,1.5,0,0,3,8,2640,0,1963,0,98058,395000
4,1.5,1610,6923,1,0,0,3,6,1010,600,1969,0,98198,275000
3,3.25,1770,1863,2,0,0,3,8,1430,340,2003,0,98029,450000
2,1,1070,6000,1,0,0,3,7,1070,0,1955,0,98133,324000
5,3.25,4590,12793,2,0,2,5,11,3590,1000,1928,0,98199,2.80E+06
4,1,1540,2452,1.5,0,0,4,7,1540,0,1906,0,98103,565000
4,1.75,1590,7920,2,0,0,4,7,1590,0,1960,0,98133,373000
2,2,1170,1890,1.5,0,1,4,8,1170,0,1927,0,98119,613000
4,2.25,2880,9996,1,0,0,4,8,1920,960,1981,0,98072,614000
4,1.75,2510,8989,1,0,0,4,8,1680,830,1964,0,98006,595000
2,1,1280,12086,1,0,0,3,7,850,430,1983,0,98074,440000
3,1.5,1570,12412,1,0,3,3,8,1570,0,1954,0,98166,425000
2,1,740,6380,1,0,0,3,6,740,0,1912,0,98115,407000
3,1.5,1740,9038,1,0,0,4,7,1740,0,1955,0,98007,472000
3,2.5,1180,1262,3,0,0,3,8,1180,0,2010,0,98119,472000
5,2.75,2960,28300,1,0,3,4,9,2160,800,1959,0,98177,1.25E+06
3,1.75,1880,5752,1,0,0,4,7,940,940,1945,0,98126,412000
3,1,1150,5000,1,0,0,3,8,1150,0,1959,2015,98117,717000
3,1,1320,7076,1,0,0,4,7,1320,0,1959,0,98008,425000
4,2,1640,7200,1,0,0,5,6,820,820,1944,0,98166,299999
3,2,1470,7694,1,0,0,4,7,1470,0,1992,0,98038,254000
3,1,900,10511,1,0,0,4,6,900,0,1961,0,98001,178500
3,1.75,1510,3600,1,0,0,5,8,1230,280,1910,0,98119,800000
3,1,1440,5623,1,0,0,4,6,720,720,1922,0,98115,420000
2,1,1380,9251,1,0,0,3,7,1380,0,1940,0,98028,319900
2,1.5,1150,7552,1,0,1,3,7,1150,0,1944,0,98125,350000
6,2.75,3610,17580,1,0,4,5,9,2070,1540,1959,0,98075,968000
3,2,1250,1306,3,0,0,3,7,1250,0,2000,0,98107,491000
3,2.5,3510,9824,2,0,0,3,9,3510,0,2002,0,98075,948000
3,2.5,2260,9577,2,0,0,3,8,1700,560,1925,2004,98117,900000
3,1.75,2840,9800,1,0,0,4,7,1420,1420,1977,0,98042,270000
3,1.5,1430,7347,1,0,0,3,7,820,610,1980,0,98023,198000
2,1,1420,21158,1,0,0,3,7,1420,0,1953,0,98166,250000
4,2.5,2120,3720,2,0,0,3,8,2120,0,2004,0,98029,615000
3,2.5,2080,7749,2,0,0,3,8,2080,0,1988,0,98029,550000
2,2.5,1370,3438,2,0,0,3,7,1370,0,1987,0,98188,190000
4,2.25,1900,11171,1,0,0,3,8,1280,620,1984,0,98006,629000
3,1.75,1660,8301,1,0,0,5,7,1660,0,1955,0,98028,434000
3,1,1310,4163,1,0,0,4,7,1310,0,1964,0,98126,415885
3,2.5,1840,3035,1,0,0,3,7,920,920,1926,0,98105,550000
1,0.75,1040,6034,1,0,1,3,7,580,460,1991,0,98178,272000
3,2.5,2610,35000,2,0,0,3,10,2610,0,1988,0,98072,665000
3,2,1990,7405,1,0,0,5,7,1990,0,1971,0,98006,510000
3,2,3080,17700,1,0,0,4,8,1740,1340,1965,0,98166,530000
3,1,1200,16000,1,0,0,3,7,1200,0,1970,0,98072,355000
4,1,1250,9102,1,0,0,3,7,1250,0,1955,0,98148,255000
4,2.75,2640,9000,2,0,0,3,10,2640,0,1990,0,98052,790000
5,1.75,1790,9335,2,0,0,5,8,1790,0,1952,0,98004,695000
2,2,1140,8400,1,0,0,2,7,1140,0,1954,0,98148,255000
3,2.25,1790,5794,1.5,0,0,3,7,1380,410,1985,0,98072,410000
4,2.75,1910,16532,1,0,0,4,7,1420,490,1940,0,98117,650000
4,1.75,1530,3615,1.5,0,0,4,7,1530,0,1913,0,98103,675000
2,2.5,1050,1029,2,0,0,3,8,950,100,2007,0,98122,332888
3,1.75,1730,6900,1,0,0,4,7,1130,600,1976,0,98031,300000
4,1.5,1100,11824,1,0,0,4,7,1100,0,1954,0,98006,320000
5,2.25,2100,10726,1,0,0,4,7,1050,1050,1963,0,98059,342500
4,2.5,2800,72309,2,0,0,3,9,2800,0,1992,0,98072,752875
5,3.5,5000,26540,2,0,3,3,10,3410,1590,2008,0,98040,1.73E+06
1,0.5,880,1642,1,0,0,3,6,500,380,1910,0,98126,255000
3,2.5,1470,9337,2,0,0,3,7,1470,0,1991,0,98155,244000
5,3.25,3950,11438,2,0,2,3,10,3430,520,2006,0,98033,1.42E+06
3,1,980,12812,1,0,0,3,7,980,0,1956,0,98168,218000
4,1,2180,10617,1.5,0,0,3,7,2180,0,1950,0,98155,359000
4,2.75,3040,13559,2,0,0,3,11,3040,0,2003,0,98059,840000
5,3.75,4130,226076,2,0,0,3,9,3170,960,1985,0,98077,900000
4,1.75,1850,65340,1.5,0,0,4,7,1850,0,1972,0,98042,205000
3,2.5,1600,7295,2,0,0,2,7,1600,0,1993,0,98042,205000
2,1.5,2070,5432,2,0,0,3,7,1370,700,1951,0,98108,500000
4,2.5,3180,5405,2,0,0,3,7,3180,0,2001,0,98059,510000
6,4.25,6900,244716,2,0,0,4,9,4820,2080,2002,0,98077,1.14E+06
4,2.25,2640,3000,2,0,0,3,7,2080,560,1908,0,98109,1.55E+06
3,1.5,1920,61014,1,0,0,3,6,1920,0,1953,0,98038,210000
3,1.75,2030,32565,1,0,0,3,8,1600,430,1981,0,98052,597500
2,1,1140,101529,1.5,0,0,3,6,1140,0,1932,0,98092,400000
3,1,1660,6992,1,0,0,5,7,1260,400,1952,0,98155,412000
2,1.5,1390,1756,3,0,0,3,7,1390,0,2005,0,98133,299950
4,3,2490,4325,1.5,0,0,3,8,1690,800,1922,2003,98105,1.08E+06
4,2.5,2550,8824,2,0,0,3,9,2550,0,1990,0,98031,422500
3,2,1270,10227,1,0,0,4,6,1270,0,1968,0,98033,410000
4,3.25,2980,7000,2,0,3,3,10,2140,840,1900,2014,98144,1.40E+06
3,2,1470,8000,1,0,0,4,8,1470,0,1974,0,98023,245000
4,3,3550,12327,1.5,0,0,4,10,2180,1370,1990,0,98011,720000
2,1,780,7200,1,0,0,2,6,780,0,1935,0,98118,315000
2,2.5,1390,1302,2,0,0,3,7,1390,0,1987,0,98003,191950
4,2.5,2440,5001,2,0,0,3,8,2440,0,2005,0,98056,455000
3,1.5,1260,3135,1.5,0,0,3,8,1260,0,1931,0,98116,523000
3,2.25,1640,4420,2,0,0,4,7,1640,0,1918,1983,98002,250000
3,3,1670,4120,1.5,0,0,3,7,1140,530,1929,2012,98055,294000
3,2.25,2380,6000,1,0,0,3,8,2040,340,1961,0,98115,490000
4,1,1030,5750,1,0,0,3,7,1030,0,1971,0,98126,310000
3,1.5,1560,10489,1,0,0,5,7,1560,0,1961,0,98022,265000
4,1.75,1640,10500,1,0,0,4,7,1010,630,1968,0,98052,402000
2,2.5,2200,188200,1,0,3,3,8,2200,0,2007,0,98022,705000
4,2.5,3190,7941,2,0,0,3,10,3190,0,2005,0,98038,589450
3,1.5,1200,8404,1,0,0,3,7,1200,0,1964,0,98188,219950
3,2.25,2250,5301,2,0,0,4,8,1510,740,1975,0,98115,750000
2,1.75,1960,6000,1,0,0,4,7,980,980,1904,0,98199,478000
3,1,1250,7015,1,0,0,3,7,1250,0,1958,0,98188,170000
4,2.25,2640,31941,1,0,0,4,9,2640,0,1986,0,98092,489950
2,2.25,2460,16940,1.5,0,4,4,9,1930,530,1936,0,98117,1.37E+06
3,2.5,1700,7000,2,0,0,3,7,1700,0,1996,0,98038,319950
2,1,840,4200,1,0,0,3,5,840,0,1938,0,98108,208417
4,2,1900,5100,1,0,0,3,6,950,950,1914,1973,98117,410000
4,2.75,2160,4205,1,0,3,3,7,1080,1080,1969,0,98125,590000
3,1.75,1610,10229,1,0,0,5,8,1610,0,1961,0,98006,648000
3,2.5,1720,6194,2,0,0,3,8,1720,0,1998,0,98092,255000
4,2.75,2190,3267,2,0,0,3,8,2190,0,2004,0,98072,465000
4,1.75,3020,10714,1,0,0,5,8,1510,1510,1958,0,98006,622000
3,1.75,1980,9800,1,0,0,3,7,1980,0,1991,0,98030,306000
3,2.5,1880,5500,2,0,0,4,7,1880,0,1947,2007,98199,617000
3,1.75,1610,6480,1,0,0,4,7,1610,0,1947,0,98125,438750
4,3,3260,4500,2,0,0,3,9,2300,960,1930,2014,98109,1.28E+06
5,3.25,3970,8029,2,0,2,3,9,2970,1000,1979,0,98177,995000
4,2.5,4570,74487,2,0,4,5,12,4570,0,1948,1985,98177,1.58E+06
5,2.75,2620,5500,1.5,0,0,3,7,1710,910,1911,0,98117,635000
3,1,1180,9000,1,0,0,4,7,1180,0,1970,0,98031,215000
3,2.5,1365,1090,3,0,0,3,7,1315,50,2003,0,98115,530000
2,1,720,4125,1,0,0,4,6,720,0,1943,0,98106,295000
3,2.25,1350,6775,1,0,0,3,7,930,420,1981,0,98032,245000
6,2.5,3060,17112,1,0,0,4,8,1530,1530,1967,0,98058,400000
3,2.75,1850,8820,2,0,0,4,8,1850,0,1993,0,98022,303000
3,1.75,1320,9675,1.5,0,0,4,7,1320,0,1970,0,98024,330000
3,1.75,1990,13000,2,0,3,3,9,1990,0,1980,0,98028,700000
1,1,610,4400,1,0,0,3,5,610,0,1922,0,98055,126000
4,1,2500,35802,1.5,0,0,3,7,2500,0,1955,0,98005,850000
3,2,1440,7425,1,0,0,4,7,1440,0,1965,0,98034,405000
6,4.5,2750,4400,2,0,0,3,8,1770,980,1987,0,98103,869900
3,1.75,1790,6775,1,0,2,3,8,1790,0,1951,0,98126,485000
2,2,1050,1173,2,0,0,3,8,720,330,2004,0,98122,400000
3,2.5,1780,4650,2,0,0,3,7,1780,0,2011,0,98038,299950
4,2.5,2200,9099,2,0,0,3,8,2200,0,1994,0,98034,585000
4,2,1720,5413,2,0,0,3,7,1470,250,1938,1980,98115,495000
5,4.5,5840,17168,2,0,0,3,12,4570,1270,2006,0,98029,2.20E+06
3,2.25,1520,14080,2,0,0,3,7,1520,0,1984,0,98074,447000
3,1,1320,9239,1,0,0,4,7,1320,0,1968,0,98092,206000
3,1,1070,4600,1,0,0,3,7,950,120,1930,0,98116,500000
4,2.5,1990,5511,2,0,0,3,8,1990,0,1994,0,98030,302500
4,4.25,4980,13000,2,0,3,3,9,3080,1900,1982,0,98052,1.25E+06
2,1,890,5423,1,0,0,3,6,890,0,1946,0,98117,391000
3,2,1440,5457,2,0,0,3,7,1440,0,1986,0,98038,250000
4,2.5,2440,5350,2,0,0,3,7,2440,0,2003,0,98059,435000
4,2.25,1800,14722,1,0,0,3,7,1440,360,1962,0,98055,160000
5,3,2260,6508,1,0,0,3,7,1330,930,2003,0,98155,451000
2,1,810,7158,1,0,0,5,6,810,0,1944,0,98168,206000
4,2.75,2240,5400,2,0,0,4,7,1540,700,1940,0,98116,590000
3,2.5,4560,17622,2,0,0,4,9,3800,760,1986,0,98074,695000
3,1.5,1550,40752,1,0,0,5,7,1550,0,1954,0,98031,350000
5,3.5,3180,4628,2,0,0,3,10,2420,760,2001,0,98199,1.24E+06
6,2.25,2950,11200,1,0,0,4,7,1700,1250,1970,0,98072,395000
5,3,2190,9652,2,0,0,3,7,2190,0,1999,0,98178,419000
2,2,1570,4665,1,0,0,3,8,1570,0,2006,0,98053,592350
5,3.25,3420,5669,2,0,0,3,9,2620,800,2003,0,98027,855000
4,2.5,2420,7200,2,0,0,3,9,2420,0,1991,0,98033,771000
3,2.25,1570,43350,1,0,3,4,7,1570,0,1967,0,98022,325000
5,3.25,3680,6060,2,0,0,5,9,2630,1050,1925,0,98112,1.85E+06
4,1.75,1910,6731,1,0,0,4,7,1210,700,1953,0,98116,545000
3,1.75,1780,5175,1,0,0,4,7,990,790,1927,0,98116,615000
2,1,2160,7439,1,0,0,4,6,1300,860,1953,0,98115,625500
3,1.5,1460,15000,1,0,0,3,7,1460,0,1966,0,98001,232000
3,1.5,1370,7439,1,0,0,4,6,1370,0,1963,0,98055,168000
3,1.5,1370,7439,1,0,0,4,6,1370,0,1963,0,98055,238000
3,2.5,1500,7401,2,0,0,3,8,1500,0,1998,0,98092,260000
3,1.75,1210,7500,1,0,0,3,7,1210,0,1951,0,98027,460000
3,2.5,2850,11535,1,0,1,3,8,1680,1170,1952,2008,98155,900000
3,1,1090,8280,1,0,0,3,6,1090,0,1947,2006,98155,289950
3,1.75,1450,5858,1,0,0,4,7,1450,0,1991,0,98038,265000
4,2.25,1820,20349,1,0,0,5,8,1340,480,1977,0,98072,465000
3,1.5,1320,7201,1,0,0,3,7,1320,0,1971,0,98034,370000
2,1.5,1670,9880,1,0,0,4,7,1670,0,1941,1963,98146,240000
4,2,1440,5911,1,0,0,5,5,1440,0,1943,0,98056,232000
3,1,980,7560,1,0,0,3,7,980,0,1951,0,98126,237502
4,3.5,4340,5500,2,0,0,3,10,2850,1490,2008,0,98199,1.28E+06
4,2.25,2860,11545,1,0,0,4,8,1430,1430,1966,0,98005,957000
3,1.5,1140,4875,1,0,0,5,6,1140,0,1970,0,98042,218000
3,1.5,1120,8366,1,0,0,3,7,1120,0,1968,0,98042,205000
3,3.25,1460,1592,2,0,0,3,8,1130,330,2006,0,98126,350000
4,2.5,2050,5787,2,0,0,3,7,2050,0,2002,0,98198,256000
3,1,1250,7654,1,0,0,3,7,1000,250,1952,0,98125,275000
4,2.5,2520,9604,2,0,0,3,9,2520,0,1990,0,98031,372000
3,3.25,2580,9825,1.5,0,1,4,9,1760,820,1978,0,98027,688888
2,1,1200,24792,2,0,0,2,7,1200,0,1976,0,98053,170000
5,2.25,2140,7910,1,0,0,3,7,1070,1070,1962,0,98007,530000
4,3.25,3440,7661,2,0,0,3,11,3440,0,2006,0,98029,905000
4,2.5,1800,5070,1,0,0,5,7,1080,720,1979,0,98118,365000
4,2.5,1790,10584,1,0,0,4,7,1290,500,1981,0,98031,312000
2,1.75,1250,7680,1,0,0,3,7,1250,0,1922,1968,98126,400000
2,2,800,5765,1,0,0,4,6,800,0,1936,0,98133,278750
3,2,1410,11995,1,0,0,4,8,1410,0,1965,0,98006,510000
2,2.25,1330,806,3,0,0,3,8,1330,0,2009,0,98117,527700
4,2.75,2890,4000,1.5,0,0,4,9,2190,700,1931,0,98109,740000
4,2.5,2550,17209,2,0,0,3,9,2550,0,1996,0,98059,512000
5,2.5,2880,8216,2,0,0,3,8,2880,0,2001,0,98030,362000
3,1,660,6600,1,0,0,4,5,660,0,1940,0,98168,225000
3,2.25,1470,4322,2,0,0,3,7,1470,0,1985,0,98029,491500
4,1.75,1700,10230,1,0,0,3,8,1320,380,1959,0,98133,429950
3,1,1040,9800,1,0,0,4,7,1040,0,1955,0,98006,375000
2,1,880,4000,1,0,0,4,6,880,0,1916,0,98106,199400
4,2.5,2490,9346,2,0,2,3,9,2490,0,1996,0,98042,364900
3,1.5,1210,7560,1,0,0,3,7,1210,0,1941,0,98126,324950
5,2,2080,4000,1,0,0,4,6,1040,1040,1909,0,98144,467000
3,1,1380,5400,1,0,0,4,7,1380,0,1954,0,98125,380000
3,2.25,1620,10850,1,0,0,3,7,1620,0,1966,0,98055,250000
4,1,1680,4021,1.5,0,0,3,7,1680,0,1921,0,98103,700000
3,1,1330,9620,1,0,0,5,6,1330,0,1976,0,98092,206990
3,1.75,1730,3400,1,0,0,5,7,970,760,1928,0,98107,670000
2,1,790,6969,1,0,0,3,6,790,0,1955,1984,98052,315000
3,2.5,2240,7500,2,0,0,3,8,2240,0,1985,0,98092,319950
3,1.5,1500,8272,1,0,0,4,7,1500,0,1958,0,98177,419000
3,2,1800,11419,1,0,0,3,8,1800,0,1989,0,98092,205000
4,2.5,1980,4745,2,0,0,3,7,1980,0,2004,0,98038,335000
3,1.75,1340,5100,1,0,0,3,7,1340,0,1953,0,98103,397000
2,1,750,2020,1,0,0,3,7,750,0,1908,1995,98122,370000
4,2.25,1790,9920,1,0,0,4,7,1170,620,1969,0,98059,330000
4,3.5,5490,14300,1,0,4,3,12,2910,2580,1996,0,98006,1.79E+06
3,2,1940,16300,1,0,0,3,7,1140,800,1978,0,98155,399000
4,1.75,2670,189486,2,0,4,3,8,2670,0,1972,0,98092,400000
3,2,1220,6404,1,0,0,3,7,1220,0,1994,0,98038,249900
3,1.5,1310,3880,1,0,0,3,7,1090,220,1956,0,98117,717000
4,2.5,1930,8336,2,0,0,3,8,1930,0,1995,0,98031,319000
4,3,2100,3800,2,0,0,3,8,2100,0,1972,0,98115,635000
3,1,1180,7573,1,0,0,4,7,1180,0,1977,0,98155,355000
5,3.25,4320,32840,2,0,0,3,12,4320,0,1990,0,98006,1.60E+06
4,1.75,3140,12519,1,0,0,3,7,2320,820,1951,1983,98033,585000
3,2,2320,7800,1,0,0,4,7,1160,1160,1960,0,98168,320000
3,1.75,2110,10200,2,0,0,4,7,2110,0,1966,0,98059,305495
4,2,1790,14690,1,0,1,4,7,1670,120,1960,0,98198,240000
5,2.5,1740,8750,1,0,0,4,7,1740,0,1959,0,98198,199950
4,3.25,3820,8114,2,0,0,3,10,3820,0,2005,0,98004,1.62E+06
3,3.5,2050,21744,2,1,4,4,9,1750,300,1930,0,98166,770000
4,2.25,1680,3179,2,0,0,3,8,1680,0,2002,0,98092,255000
4,2.25,1930,8925,1,0,0,4,8,1930,0,1974,0,98058,289000
4,3,3760,8804,2,0,0,3,8,2470,1290,2002,0,98056,494500
3,2.25,2370,9619,1,0,0,4,8,1650,720,1973,0,98052,746000
4,3,2120,13000,2,0,0,4,8,2120,0,1978,0,98059,385000
4,2.5,2370,10513,2,0,0,4,8,2370,0,1987,0,98052,688100
4,2.5,2350,3150,1.5,0,0,4,8,1690,660,1910,0,98103,870300
3,1,1180,8474,1.5,0,0,3,7,1180,0,1956,0,98155,310000
3,2.5,2270,5654,2,0,0,3,8,2270,0,1999,0,98133,500000
3,2.25,1830,7770,1,0,0,4,7,1400,430,1977,0,98042,255000
3,2.75,3910,7080,1,0,0,5,9,1970,1940,1949,0,98112,1.48E+06
3,1,890,9465,1,0,0,3,6,890,0,1957,0,98148,154500
3,2.25,1820,8058,1,0,0,3,7,1260,560,1974,0,98034,425000
4,2.5,2440,7491,2,0,0,4,10,2440,0,1988,0,98029,700000
2,1,1110,3943,1,0,0,5,6,740,370,1916,0,98109,410500
3,2,1870,7080,1,0,0,4,7,1210,660,1969,0,98034,432000
3,1.5,1240,4080,1.5,0,0,3,8,1240,0,1914,0,98144,530000
3,2,1560,8640,1,0,0,5,7,1560,0,1967,0,98034,465000
3,2.5,1910,5600,2,0,0,3,8,1910,0,1989,0,98029,498688
3,1,2200,21450,1,0,0,4,9,1600,600,1952,0,98166,573500
4,2.75,2530,13474,2,0,0,4,8,2530,0,1994,0,98023,349900
3,1,1130,12519,1,0,0,3,7,1130,0,1958,0,98056,220000
2,1,820,6771,1,0,0,4,6,820,0,1918,0,98106,260000
2,1,960,4000,1,0,0,3,6,960,0,1918,0,98118,290000
4,1.5,1980,3240,1.5,0,0,4,8,1780,200,1930,0,98144,615000
4,3.5,3370,5638,2,0,0,3,10,2250,1120,2001,0,98034,730000
4,3.25,7420,167869,2,0,3,3,12,7420,0,2002,0,98045,1.95E+06
3,2.25,1800,10500,2,0,0,3,7,1800,0,1995,0,98038,332500
5,3.5,3990,10120,2,0,0,3,9,2820,1170,1990,0,98011,650000
4,2.5,4070,7800,3,0,0,4,8,3390,680,2002,0,98115,1.40E+06
4,1.75,1640,7194,1.5,0,0,4,7,1480,160,1915,0,98011,465000
4,3.25,3730,11820,2,0,0,3,10,2460,1270,1990,0,98029,690000
3,1.75,1220,7004,1,0,0,5,7,1220,0,1966,0,98058,289900
3,3.5,3490,4000,2,0,0,3,9,2570,920,2009,0,98112,1.62E+06
3,2.5,1730,4286,2,0,0,3,7,1730,0,1999,0,98148,339950
4,2.75,3430,8000,1.5,0,0,4,8,3430,0,1972,0,98023,367999
4,2.5,2320,10079,2,0,0,3,7,2320,0,1994,0,98038,380000
3,1.75,2030,17100,1,0,0,4,7,2030,0,1953,0,98166,440000
5,4,4850,36450,2,0,0,3,10,4850,0,1977,0,98005,975000
3,1.5,1340,13560,1,0,0,3,7,1340,0,1968,0,98028,309500
3,1,1130,8201,1,0,0,5,6,1130,0,1948,0,98155,350000
2,2,1180,2521,2,0,0,3,6,1180,0,2005,0,98038,215000
2,1,910,6000,1,0,0,3,6,910,0,1943,0,98118,254000
3,1.75,1630,4275,1.5,0,3,3,7,1630,0,1908,0,98115,567000
2,1,710,1173,2,0,0,4,7,710,0,1943,0,98102,402000
4,1,1520,80150,1,0,0,2,5,1520,0,1948,0,98045,365000
4,2.5,2820,8408,2,0,0,3,9,2820,0,2014,0,98155,625000
4,1.75,1970,5160,1.5,0,0,3,7,1970,0,1942,0,98126,432000
5,3,2240,19090,1,0,0,4,8,1700,540,1968,0,98058,335500
2,1.75,1860,5940,1,0,2,5,8,1020,840,1956,0,98116,672500
4,1,1780,4310,1.5,0,0,5,6,1780,0,1919,0,98118,336000
4,2.5,1788,10183,2,0,0,4,7,1788,0,1990,0,98002,294400
3,2.5,1880,3054,2,0,0,3,8,1880,0,1988,0,98007,541900
3,1.75,2300,11400,1,0,0,4,8,1520,780,1977,0,98052,505000
3,2.5,1610,6176,2,0,0,3,7,1610,0,1994,0,98030,255000
6,2.5,2270,11970,1,0,0,3,7,1470,800,1964,0,98011,435000
2,1.75,1230,3600,1.5,0,0,5,7,1230,0,1925,0,98119,636000
4,3.5,3420,33106,2,0,0,3,9,3420,0,2004,0,98010,655000
3,1.5,1670,6988,1,0,0,3,7,1370,300,1953,0,98148,280500
2,1,1120,6141,1,0,0,3,7,900,220,1946,0,98117,520000
4,2.5,2580,5476,2,0,0,3,8,2580,0,2005,0,98031,354000
5,2.75,3847,17654,1,0,2,5,9,2299,1548,1975,0,98003,810000
4,2.5,3630,42884,1.5,0,0,3,9,2300,1330,1979,0,98092,400000
4,2.75,3580,12000,1,0,0,3,10,1840,1740,1979,0,98074,879900
5,4,4050,11358,2,0,0,4,10,2780,1270,1980,0,98040,1.29E+06
3,3.5,3240,23522,2,0,0,3,10,2130,1110,1992,0,98010,902500
3,1.75,1540,8400,1.5,0,0,3,7,1540,0,1902,0,98122,900000
4,2.5,2550,7200,2,0,2,3,7,2550,0,2003,0,98056,419500
4,2,2340,6000,1,0,0,5,8,1270,1070,1953,0,98199,685000
4,2.5,2320,4524,2,0,0,3,8,2320,0,2004,0,98059,429950
4,2.5,1640,6000,2,0,0,3,7,1640,0,2011,0,98106,464950
2,1,910,9000,1,0,0,4,6,910,0,1983,0,98045,239900
4,3.25,2550,11524,2,0,0,3,8,2550,0,1990,0,98019,406250
4,2.5,2660,8027,2,0,0,3,8,2660,0,1997,0,98045,447000
3,2.5,1480,14250,2,0,0,3,7,1480,0,1996,0,98033,466800
4,2.5,2810,11560,1,0,0,5,7,1740,1070,1962,0,98008,674000
1,1,830,3200,1,0,0,3,7,830,0,1924,0,98103,525000
3,2.75,3510,92347,2,0,0,3,10,3510,0,1990,0,98038,674950
3,2.5,2480,4950,2,0,0,3,7,2480,0,2004,0,98058,374900
4,3,3720,5000,2.5,0,0,5,9,2720,1000,1905,0,98102,1.44E+06
3,2.25,2150,9250,2,0,0,3,8,2150,0,1984,0,98052,559500
3,2.5,2370,7875,2,0,0,3,9,2370,0,2003,0,98065,522500
5,2.5,4310,28008,2,0,0,3,10,4310,0,1988,0,98053,1.13E+06
5,2.75,2990,7420,2,0,0,3,8,2990,0,1996,0,98059,498500
4,1,1350,4000,1.5,0,0,3,8,1350,0,1930,0,98117,571000
2,2,2370,217800,1.5,0,0,3,7,1600,770,1992,0,98027,543000
3,2,1410,10248,1,0,0,3,7,1410,0,1985,0,98001,271920
2,1,1170,8254,1,0,0,2,6,1170,0,1949,0,98146,104950
4,2.5,1800,4500,2,0,0,3,8,1800,0,1999,0,98075,485500
4,2.75,3650,6982,2,0,2,4,9,2530,1120,1951,2003,98115,1.21E+06
3,1.75,1490,8357,1,0,0,4,7,1490,0,1993,0,98038,260250
4,2.5,3610,13292,2,0,0,3,10,3610,0,1996,0,98075,875909
4,1.75,2050,94525,1,0,0,4,7,1250,800,1959,0,98058,455000
3,1,1092,7500,1.5,0,0,3,6,1092,0,1918,0,98106,309000
4,2.25,2010,7688,1,0,0,3,8,1170,840,1979,0,98023,229000
